build_id,applicability_prediction,observed_applicability,action,current_quadrant,proposed_quadrant,current_concurrency,proposed_concurrency,current_iterations,proposed_iterations,current_response_time,proposed_response_time,human_approval_required,online_validation_status,rationale
495821,applies,applies,upgrade,4,4,low,low,low,low,medium,medium,True,pending_new_execution,The execution applies with headroom; evaluate one controlled step.
495821,applies,not_applies,maintain,4,4,low,low,low,low,medium,medium,False,not_required,The current configuration applies without sufficient upgrade evidence.
495821,applies,not_applies,maintain,4,4,low,low,low,low,medium,medium,False,not_required,The current configuration applies without sufficient upgrade evidence.
496873,not_applies,not_applies,review,1,1,low,low,low,low,low,low,True,not_required,The model predicts that the executed configuration does not apply.
496873,applies,not_applies,maintain,1,1,very_low,very_low,low,low,low,low,False,not_required,The current configuration applies without sufficient upgrade evidence.
497363,not_applies,not_applies,review,1,1,low,low,low,low,low,low,True,not_required,The model predicts that the executed configuration does not apply.
497363,applies,not_applies,maintain,1,1,very_low,very_low,low,low,low,low,False,not_required,The current configuration applies without sufficient upgrade evidence.
497363,applies,not_applies,maintain,1,1,very_low,very_low,low,low,low,low,False,not_required,The current configuration applies without sufficient upgrade evidence.
444458,applies,applies,maintain,4,4,very_low,very_low,low,low,medium,medium,False,not_required,The current configuration applies without sufficient upgrade evidence.
445143,not_applies,not_applies,review,7,7,very_low,very_low,low,low,very_high,very_high,True,not_required,The model predicts that the executed configuration does not apply.
446392,not_applies,not_applies,review,7,7,very_low,very_low,low,low,very_high,very_high,True,not_required,The model predicts that the executed configuration does not apply.
446392,not_applies,not_applies,review,7,7,very_low,very_low,low,low,very_high,very_high,True,not_required,The model predicts that the executed configuration does not apply.
485587,not_applies,not_applies,review,1,1,very_low,very_low,low,low,low,low,True,not_required,The model predicts that the executed configuration does not apply.
485587,not_applies,not_applies,review,2,2,medium,medium,low,low,low,low,True,not_required,The model predicts that the executed configuration does not apply.
480245,not_applies,not_applies,review,4,4,very_low,very_low,low,low,medium,medium,True,not_required,The model predicts that the executed configuration does not apply.
480245,not_applies,not_applies,review,4,4,very_low,very_low,low,low,medium,medium,True,not_required,The model predicts that the executed configuration does not apply.
480245,applies,applies,upgrade,4,7,very_low,very_low,low,low,medium,high,True,pending_new_execution,The execution applies with headroom; evaluate one controlled step.
480245,applies,applies,upgrade,4,7,very_low,very_low,low,low,medium,high,True,pending_new_execution,The execution applies with headroom; evaluate one controlled step.
480245,not_applies,not_applies,review,4,4,very_low,very_low,low,low,medium,medium,True,not_required,The model predicts that the executed configuration does not apply.
480245,not_applies,not_applies,review,7,7,low,low,medium,medium,high,high,True,not_required,The model predicts that the executed configuration does not apply.
480245,not_applies,not_applies,review,7,7,very_low,very_low,low,low,high,high,True,not_required,The model predicts that the executed configuration does not apply.
480245,not_applies,not_applies,review,7,7,low,low,medium,medium,high,high,True,not_required,The model predicts that the executed configuration does not apply.
480245,not_applies,not_applies,review,7,7,low,low,medium,medium,high,high,True,not_required,The model predicts that the executed configuration does not apply.
480245,not_applies,not_applies,review,7,7,low,low,medium,medium,high,high,True,not_required,The model predicts that the executed configuration does not apply.
480245,not_applies,not_applies,review,4,4,very_low,very_low,low,low,medium,medium,True,not_required,The model predicts that the executed configuration does not apply.
440888,not_applies,not_applies,review,7,7,very_low,very_low,low,low,very_high,very_high,True,not_required,The model predicts that the executed configuration does not apply.
483179,not_applies,applies,review,7,7,very_low,very_low,low,low,high,high,True,not_required,The model predicts that the executed configuration does not apply.
483042,not_applies,not_applies,review,7,7,low,low,medium,medium,high,high,True,not_required,The model predicts that the executed configuration does not apply.
483042,not_applies,not_applies,review,7,7,low,low,medium,medium,high,high,True,not_required,The model predicts that the executed configuration does not apply.
483042,not_applies,not_applies,review,7,7,low,low,medium,medium,high,high,True,not_required,The model predicts that the executed configuration does not apply.
483042,not_applies,not_applies,review,4,4,very_low,very_low,low,low,medium,medium,True,not_required,The model predicts that the executed configuration does not apply.
483042,not_applies,not_applies,review,4,4,very_low,very_low,low,low,medium,medium,True,not_required,The model predicts that the executed configuration does not apply.
484091,not_applies,not_applies,review,9,9,high,high,medium,medium,high,high,True,not_required,The model predicts that the executed configuration does not apply.
484091,not_applies,not_applies,review,9,9,high,high,medium,medium,high,high,True,not_required,The model predicts that the executed configuration does not apply.
494047,applies,applies,upgrade,4,7,very_low,very_low,low,low,medium,high,True,pending_new_execution,The execution applies with headroom; evaluate one controlled step.
494047,applies,applies,maintain,4,4,very_low,very_low,low,low,medium,medium,False,not_required,The current configuration applies without sufficient upgrade evidence.
494047,applies,applies,upgrade,5,8,medium,medium,medium,medium,medium,high,True,pending_new_execution,The execution applies with headroom; evaluate one controlled step.
494572,not_applies,not_applies,review,7,7,very_low,very_low,low,low,very_high,very_high,True,not_required,The model predicts that the executed configuration does not apply.
495358,not_applies,not_applies,review,7,7,very_low,very_low,low,low,very_high,very_high,True,not_required,The model predicts that the executed configuration does not apply.
495821,applies,applies,upgrade,4,4,low,low,low,low,medium,medium,True,pending_new_execution,The execution applies with headroom; evaluate one controlled step.
464348,not_applies,applies,review,7,7,very_low,very_low,low,low,very_high,very_high,True,not_required,The model predicts that the executed configuration does not apply.
464348,not_applies,not_applies,review,7,7,very_low,very_low,low,low,very_high,very_high,True,not_required,The model predicts that the executed configuration does not apply.
464237,not_applies,applies,review,9,9,very_high,very_high,low,low,high,high,True,not_required,The model predicts that the executed configuration does not apply.
464348,not_applies,applies,review,7,7,very_low,very_low,low,low,very_high,very_high,True,not_required,The model predicts that the executed configuration does not apply.
464348,not_applies,applies,review,7,7,very_low,very_low,low,low,very_high,very_high,True,not_required,The model predicts that the executed configuration does not apply.
473383,applies,applies,maintain,4,4,very_low,very_low,low,low,medium,medium,False,not_required,The current configuration applies without sufficient upgrade evidence.
474212,applies,not_applies,maintain,7,7,very_low,very_low,medium,medium,high,high,False,not_required,The current configuration applies without sufficient upgrade evidence.
437023,not_applies,not_applies,review,7,7,very_low,very_low,low,low,high,high,True,not_required,The model predicts that the executed configuration does not apply.
